payload_rate,threshold,index_signal,secret_name,len_secret_data,len_extracted_secret_data,ncc,prd,snr,time
2,0,28,secret,100000,6170,0.9999862328188508,0.4627694628917375,46.692706137671536,0.275881290435791
2,0,29,secret,100000,6056,0.9999867820261188,0.4600706697351241,46.743509056860695,0.16954374313354492
2,0,30,secret,100000,6352,0.9999924112101046,0.3525751771107547,49.05496534517587,0.16021227836608887
2,0,31,secret,100000,6026,0.9999976264429625,0.17235053231643513,55.271747418113605,0.1639995574951172
2,0,32,secret,100000,6244,0.9999964290582325,0.2621137070448049,51.63020534693841,0.17155194282531738
2,0,33,secret,100000,6341,0.9999849474142103,0.47290113326108874,46.50459290478567,0.18466901779174805
2,0,34,secret,100000,6247,0.9999977046524496,0.21020480518151577,53.5471472085947,0.16001152992248535
2,0,35,secret,100000,5405,0.9999968308009063,0.15237173291181527,56.34191186452874,0.20718979835510254
2,0,36,secret,100000,5408,0.9999929928859279,0.17575376337118567,55.10190733539855,0.3277852535247803
2,0,37,secret,100000,6273,0.9999906404110663,0.3826581532092828,48.34378057646564,0.24071335792541504
2,0,38,secret,100000,6092,0.9999678749697322,0.6372366354403831,43.91398528164181,0.2260134220123291
2,0,39,secret,100000,5459,0.9999954408513144,0.17354952700741078,55.2115313123782,0.21051955223083496
2,0,40,secret,100000,6240,0.9999743149901963,0.4109822343194526,47.72353902251695,0.20574450492858887
2,0,41,secret,100000,5477,0.9999949628316174,0.25042652061962595,52.02639360916323,0.19223737716674805
2,0,42,secret,100000,5484,0.999991723211281,0.39142147449772885,48.147107027825655,0.20801544189453125
2,0,43,secret,100000,6094,0.9999438108006692,0.5578593385805637,45.06950584846013,0.1801929473876953
2,0,44,secret,100000,5561,0.9999980814393603,0.18502525751319066,54.655379653574634,0.21176648139953613
2,0,45,secret,100000,5485,0.9999921172101348,0.38488133118412776,48.29346308028271,0.20802545547485352
2,1,0,secret,100000,7497,0.9999108907977635,0.6278071106198514,44.04347539471773,0.19026756286621094
2,1,1,secret,100000,7787,0.9999323269217957,0.6274187094232109,44.04885069848079,0.1960132122039795
2,1,2,secret,100000,7455,0.9999736359501895,0.5752863340760832,44.80231885030315,0.16701388359069824
2,1,3,secret,100000,7842,0.9999697041273261,0.6122351522249789,44.261634769551314,0.17768049240112305
2,1,4,secret,100000,8734,0.9999772063155572,0.611003055667529,44.27913235631985,0.18790006637573242
2,1,5,secret,100000,8101,0.9999960178836366,0.26611771978382753,51.49852412880534,0.21101617813110352
2,1,6,secret,100000,8261,0.9998876015642508,0.6913990123376368,43.20542490364258,0.22501850128173828
2,1,7,secret,100000,8268,0.9999784371596483,0.4471817979603702,46.9903176447516,0.20302057266235352
2,1,8,secret,100000,8472,0.9999177027840548,1.0216581950467076,39.81388754065964,0.17301273345947266
2,1,9,secret,100000,6636,0.9999490819339562,0.22444000839282838,52.977994474566856,0.17301058769226074
2,1,10,secret,100000,8472,0.9999826779655487,0.5062516119929099,45.912671618122836,0.16501379013061523
2,1,11,secret,100000,8307,0.9999638209436562,0.8365981083736068,41.54966243469259,0.18101119995117188
2,1,12,secret,100000,6743,0.9999752308848507,0.3702043327759213,48.63117005365784,0.16922760009765625
2,1,13,secret,100000,7688,0.9999925540258302,0.20322271853564683,53.840554866428576,0.1647496223449707
2,1,14,secret,100000,7368,0.99995391368083,0.2545737536270476,51.88372747653176,0.16199922561645508
2,1,15,secret,100000,8310,0.9999752430173053,0.23406736216668236,52.613182782803165,0.16553735733032227
2,1,16,secret,100000,7432,0.9999889849964295,0.23142379789441408,52.71183966975933,0.16879749298095703
2,1,17,secret,100000,6537,0.999959231461808,0.2547031271532801,51.87931445784773,0.17099881172180176
2,1,18,secret,100000,8442,0.9999745314961739,0.28242040937046214,50.982078435925054,0.16502070426940918
2,1,19,secret,100000,7408,0.9999706569022007,0.24415259251447755,52.24677319669368,0.15501856803894043
2,1,20,secret,100000,6640,0.9999848005971347,0.2366565116203474,52.51763082777531,0.15830469131469727
2,1,21,secret,100000,7970,0.9999853571834185,0.5177151640345382,45.71818228428892,0.16701436042785645
2,1,22,secret,100000,7316,0.9999385717709975,0.8151471883710624,41.77527930186755,0.16399335861206055
2,1,23,secret,100000,8362,0.9999413567382548,1.0838432405715788,39.30067053081979,0.16402053833007812
2,1,24,secret,100000,10176,0.999980721234852,0.6011507020671633,44.420332827106535,0.169266939163208
2,1,25,secret,100000,6365,0.9999413143356694,0.4861704567860377,46.264228710949055,0.16701412200927734
2,1,26,secret,100000,8109,0.9999683263549868,0.656584870918846,43.6541825707921,0.17170047760009766
2,1,27,secret,100000,8807,0.9999879875509449,0.47970411184952144,46.38053117806984,0.1696016788482666
2,1,28,secret,100000,8328,0.9999464401174795,0.9084491072672776,40.833987950544035,0.17036652565002441
2,1,29,secret,100000,8045,0.999953152333776,0.8630496098236321,41.27928478897722,0.1660144329071045
2,1,30,secret,100000,8673,0.9999703701078582,0.6939238409582338,43.17376382625035,0.17393803596496582
2,1,31,secret,100000,7953,0.9999911846845476,0.32660774642800683,49.71947037906347,0.17102265357971191
2,1,32,secret,100000,8450,0.9999862885142938,0.5123462812200328,45.808728234000505,0.2011852264404297
2,1,33,secret,100000,8685,0.9999387700027741,0.9411343833384024,40.52696719616438,0.21430349349975586
2,1,34,secret,100000,8464,0.9999911010469013,0.4122575956572286,47.696626678659456,0.18119049072265625
2,1,35,secret,100000,6719,0.9999901670753166,0.2658609976702243,51.506907396956294,0.20502996444702148
2,1,36,secret,100000,6742,0.9999777170013717,0.3112317743312658,50.13832142694359,0.16468095779418945
2,1,37,secret,100000,8525,0.9999639184638988,0.7493937867934748,42.50579823905565,0.17045283317565918
2,1,38,secret,100000,8164,0.9998772545430411,1.2346939461178867,38.1688136251631,0.17401885986328125
2,1,39,secret,100000,6789,0.9999859766482436,0.30370502824454265,50.35096035387829,0.1712186336517334
2,1,40,secret,100000,8484,0.999899971970591,0.8072758818238124,41.859560446115054,0.17773771286010742
2,1,41,secret,100000,6847,0.9999832022975013,0.4542759323028267,46.853605432977005,0.21101021766662598
2,1,42,secret,100000,6792,0.9999741067602386,0.6888289302520569,43.237772423161765,0.20999741554260254
2,1,43,secret,100000,8129,0.9997890058657555,1.0676191662706118,39.431672764179005,0.170013427734375
2,1,44,secret,100000,7005,0.9999935963032656,0.3350639049948078,49.49744708673806,0.17902016639709473
2,1,45,secret,100000,6839,0.9999755140033839,0.6757504440863219,43.40427320443304,0.1672523021697998
3,0,0,secret,100000,7497,0.9999108907977635,0.6278071106198514,44.04347539471773,0.19561171531677246
3,0,1,secret,100000,7787,0.9999323269217957,0.6274187094232109,44.04885069848079,0.17526984214782715
3,0,2,secret,100000,7455,0.9999736359501895,0.5752863340760832,44.80231885030315,0.1670081615447998
3,0,3,secret,100000,7842,0.9999697041273261,0.6122351522249789,44.261634769551314,0.16460967063903809
3,0,4,secret,100000,8734,0.9999772063155572,0.611003055667529,44.27913235631985,0.16121578216552734
3,0,5,secret,100000,8101,0.9999960178836366,0.26611771978382753,51.49852412880534,0.18900537490844727
3,0,6,secret,100000,8261,0.9998876015642508,0.6913990123376368,43.20542490364258,0.18501782417297363
3,0,7,secret,100000,8268,0.9999784371596483,0.4471817979603702,46.9903176447516,0.17126679420471191
3,0,8,secret,100000,8472,0.9999177027840548,1.0216581950467076,39.81388754065964,0.16469502449035645
3,0,9,secret,100000,6636,0.9999490819339562,0.22444000839282838,52.977994474566856,0.16181063652038574
3,0,10,secret,100000,8472,0.9999826779655487,0.5062516119929099,45.912671618122836,0.16360998153686523
3,0,11,secret,100000,8307,0.9999638209436562,0.8365981083736068,41.54966243469259,0.16061043739318848
3,0,12,secret,100000,6743,0.9999752308848507,0.3702043327759213,48.63117005365784,0.1570117473602295
3,0,13,secret,100000,7688,0.9999925540258302,0.20322271853564683,53.840554866428576,0.15900850296020508
3,0,14,secret,100000,7368,0.99995391368083,0.2545737536270476,51.88372747653176,0.1560039520263672
3,0,15,secret,100000,8310,0.9999752430173053,0.23406736216668236,52.613182782803165,0.1560215950012207
3,0,16,secret,100000,7432,0.9999889849964295,0.23142379789441408,52.71183966975933,0.15602874755859375
3,0,17,secret,100000,6537,0.999959231461808,0.2547031271532801,51.87931445784773,0.20842504501342773
3,0,18,secret,100000,8442,0.9999745314961739,0.28242040937046214,50.982078435925054,0.15892291069030762
3,0,19,secret,100000,7408,0.9999706569022007,0.24415259251447755,52.24677319669368,0.1810011863708496
3,0,20,secret,100000,6640,0.9999848005971347,0.2366565116203474,52.51763082777531,0.15701675415039062
3,0,21,secret,100000,7970,0.9999853571834185,0.5177151640345382,45.71818228428892,0.16628313064575195
3,0,22,secret,100000,7316,0.9999385717709975,0.8151471883710624,41.77527930186755,0.16431283950805664
3,0,23,secret,100000,8362,0.9999413567382548,1.0838432405715788,39.30067053081979,0.187178373336792
3,0,24,secret,100000,10176,0.999980721234852,0.6011507020671633,44.420332827106535,0.18374037742614746
3,0,25,secret,100000,6365,0.9999413143356694,0.4861704567860377,46.264228710949055,0.17860937118530273
3,0,26,secret,100000,8109,0.9999683263549868,0.656584870918846,43.6541825707921,0.1730184555053711
3,0,27,secret,100000,8807,0.9999879875509449,0.47970411184952144,46.38053117806984,0.16400814056396484
3,0,28,secret,100000,8328,0.9999464401174795,0.9084491072672776,40.833987950544035,0.16300749778747559
3,0,29,secret,100000,8045,0.999953152333776,0.8630496098236321,41.27928478897722,0.16900849342346191
3,0,30,secret,100000,8673,0.9999703701078582,0.6939238409582338,43.17376382625035,0.19524335861206055
3,0,31,secret,100000,7953,0.9999911846845476,0.32660774642800683,49.71947037906347,0.1707465648651123
3,0,32,secret,100000,8450,0.9999862885142938,0.5123462812200328,45.808728234000505,0.16972708702087402
3,0,33,secret,100000,8685,0.9999387700027741,0.9411343833384024,40.52696719616438,0.1730184555053711
3,0,34,secret,100000,8464,0.9999911010469013,0.4122575956572286,47.696626678659456,0.17357492446899414
3,0,35,secret,100000,6719,0.9999901670753166,0.2658609976702243,51.506907396956294,0.18794655799865723
3,0,36,secret,100000,6742,0.9999777170013717,0.3112317743312658,50.13832142694359,0.2062530517578125
3,0,37,secret,100000,8525,0.9999639184638988,0.7493937867934748,42.50579823905565,0.1740117073059082
3,0,38,secret,100000,8164,0.9998772545430411,1.2346939461178867,38.1688136251631,0.16759729385375977
3,0,39,secret,100000,6789,0.9999859766482436,0.30370502824454265,50.35096035387829,0.15801620483398438
3,0,40,secret,100000,8484,0.999899971970591,0.8072758818238124,41.859560446115054,0.16100502014160156
3,0,41,secret,100000,6847,0.9999832022975013,0.4542759323028267,46.853605432977005,0.16001009941101074
3,0,42,secret,100000,6792,0.9999741067602386,0.6888289302520569,43.237772423161765,0.17032241821289062
3,0,43,secret,100000,8129,0.9997890058657555,1.0676191662706118,39.431672764179005,0.17000937461853027
3,0,44,secret,100000,7005,0.9999935963032656,0.3350639049948078,49.49744708673806,0.15555238723754883
3,0,45,secret,100000,6839,0.9999755140033839,0.6757504440863219,43.40427320443304,0.1655869483947754
3,1,0,secret,100000,8041,0.999797007150789,0.946767656223988,40.475131739898764,0.16301369667053223
3,1,1,secret,100000,8466,0.9998295861401124,0.9935523314284888,40.056185064247316,0.16201281547546387
3,1,2,secret,100000,8032,0.9999349685445855,0.9035089780397231,40.881350551186884,0.17002463340759277
3,1,3,secret,100000,8590,0.9999194911971988,0.9980480354482828,40.01697111757742,0.17601871490478516
3,1,4,secret,100000,10058,0.999925679288528,1.1010767760785314,39.16364794818107,0.16800212860107422
3,1,5,secret,100000,8927,0.9999891682451146,0.4380921810591878,47.16868995826492,0.1987285614013672
3,1,6,secret,100000,9242,0.9996698469127603,1.1832845848282547,38.53821586387478,0.17111825942993164
3,1,7,secret,100000,9358,0.9999333013218021,0.7848068828982964,42.10474393540514,0.1680138111114502
3,1,8,secret,100000,9403,0.9997648070220335,1.7265104714040864,35.256615665616096,0.16301465034484863
3,1,9,secret,100000,6980,0.9998959783965995,0.32054408033248544,49.88224478132484,0.15502142906188965
3,1,10,secret,100000,9409,0.9999502520668335,0.8581012950742347,41.329228851530374,0.17300987243652344
3,1,11,secret,100000,9092,0.9999029865179347,1.3711747644840373,37.25814376469208,0.18611693382263184
3,1,12,secret,100000,7167,0.9999469321906751,0.5421254810793883,45.31800358904603,0.1825418472290039
3,1,13,secret,100000,8441,0.9999797753199707,0.3348438771094215,49.50315276160717,0.19801807403564453
3,1,14,secret,100000,7875,0.999895911277109,0.3826397709652902,48.34419784178835,0.17802119255065918
3,1,15,secret,100000,9494,0.9999216147300145,0.41484194799680674,47.64234670128019,0.17101287841796875
3,1,16,secret,100000,8090,0.9999719155235973,0.36847776936189747,48.671774168836095,0.17601561546325684
3,1,17,secret,100000,6838,0.9999252899438676,0.3442956784926055,49.26136856818904,0.19601035118103027
3,1,18,secret,100000,9606,0.9999187506333137,0.5003496390855157,46.014528182926654,0.16502881050109863
3,1,19,secret,100000,7885,0.9999349216513259,0.36302819942607806,48.80119276762659,0.18825864791870117
3,1,20,secret,100000,7039,0.9999681752201459,0.34278582901582744,49.29954280775628,0.1760118007659912
3,1,21,secret,100000,8852,0.9999574078873548,0.8816378835491763,41.09419513339216,0.16130924224853516
3,1,22,secret,100000,7800,0.9998636689902177,1.2185688641159425,38.28299845620846,0.15557575225830078
3,1,23,secret,100000,9221,0.9998346832376366,1.8196696825562648,34.80014881241627,0.1700122356414795
3,1,24,secret,100000,13001,0.9999127319106423,1.278634369094094,37.8650725222523,0.17501473426818848
3,1,25,secret,100000,6713,0.9998808093798195,0.689292170275935,43.23193309326058,0.1640152931213379
3,1,26,secret,100000,8877,0.9999179661166134,1.0564855855640278,39.522728479620156,0.16301822662353516
3,1,27,secret,100000,10016,0.9999614997969595,0.8579606838044344,41.33065226628943,0.16601777076721191
3,1,28,secret,100000,9360,0.9998393493743893,1.5737129661754086,36.061489538315875,0.18868136405944824
3,1,29,secret,100000,8819,0.9998702051261292,1.4333835500058996,36.87275167896288,0.18831372261047363
3,1,30,secret,100000,9735,0.9999107188943942,1.2024282000469249,38.39881693948826,0.1873016357421875
3,1,31,secret,100000,8860,0.9999745653647675,0.5545356502318749,45.121410570051445,0.19500041007995605
3,1,32,secret,100000,9489,0.9999579117816423,0.8962566315684327,40.95135235774264,0.19570136070251465
3,1,33,secret,100000,9907,0.9998092895536921,1.6596771835318764,35.599527528891414,0.17501354217529297
3,1,34,secret,100000,9497,0.9999736352613774,0.708821100711166,42.989267250579736,0.16093754768371582
3,1,35,secret,100000,7191,0.9999770023162029,0.4062636800223012,47.82384003739768,0.17016196250915527
3,1,36,secret,100000,7174,0.9999511302613102,0.4600103762013713,46.74464744131743,0.2261793613433838
3,1,37,secret,100000,9609,0.9998900860382032,1.3101968114675815,37.65326923628521,0.1610102653503418
3,1,38,secret,100000,9116,0.9996417771402508,2.106616472700835,33.528290483385575,0.1690218448638916
3,1,39,secret,100000,7231,0.9999694397314783,0.4470296603413154,46.993273210953284,0.16101598739624023
3,1,40,secret,100000,9587,0.9997037418114294,1.3897913450191755,37.14100794468578,0.16002821922302246
3,1,41,secret,100000,7350,0.9999607252706891,0.6939706892500803,43.17317744294239,0.1564016342163086
3,1,42,secret,100000,7248,0.9999420334882397,1.025602873807667,39.78041541802889,0.15880990028381348
3,1,43,secret,100000,8986,0.9994041206219426,1.7965659530715388,34.91113669883567,0.15802645683288574
3,1,44,secret,100000,7644,0.999983081004349,0.5427214784495389,45.30845981357234,0.16200852394104004
3,1,45,secret,100000,7310,0.9999454851088598,1.006988220325095,39.93951219523811,0.1659998893737793
