model_name,payload_rate,threshold,index_signal,secret_name,len_secret_data,len_extracted_secret_data,ncc,prd,snr,time
SVR 2.0,1,0,14,secret_0.21_bps,756,756,0.9999990964056317,0.03562358331308554,68.9652479552719,0.899451732635498
SVR 2.0,1,0,14,secret_0.15_bps,540,540,0.9999992862100037,0.03164637197597323,69.99352142928566,0.6426661014556885
SVR 2.0,1,0,14,secret_0.08_bps,288,288,0.9999996238425659,0.022975261963071925,72.77479056208577,0.3381311893463135
SVR 2.0,1,0,15,secret_0.99_bps,3564,3316,0.9999980941130552,0.06468451747165309,63.78399314436006,3.697249174118042
SVR 2.0,1,0,15,secret_0.66_bps,2376,2376,0.9999986829493771,0.05378749991598607,65.38637283175477,2.6499602794647217
SVR 2.0,1,0,15,secret_0.51_bps,1836,1836,0.9999989826242108,0.047266541793560254,66.50892342460577,2.0646917819976807
SVR 2.0,1,0,15,secret_0.48_bps,1728,1728,0.9999990051711314,0.046745395307813256,66.6052232641287,1.9319133758544922
SVR 2.0,1,0,15,secret_0.39_bps,1404,1404,0.9999992012007145,0.041880602489262515,67.55974158481136,1.5760457515716553
SVR 2.0,1,0,15,secret_0.32_bps,1152,1152,0.9999993296148529,0.03837016313089367,68.32012708786253,1.2999165058135986
SVR 2.0,1,0,15,secret_0.21_bps,756,756,0.9999995662860188,0.030869614800345602,70.20937579463285,0.8513412475585938
SVR 2.0,1,0,15,secret_0.15_bps,540,540,0.9999997065865855,0.025382493512226684,71.90931432299234,0.5959248542785645
SVR 2.0,1,0,15,secret_0.08_bps,288,288,0.9999998158806289,0.020104736326767663,73.93403236575085,0.31696486473083496
SVR 2.0,1,0,16,secret_0.99_bps,3564,3213,0.9999990604884916,0.06736677649767107,63.43108466308956,3.702608823776245
SVR 2.0,1,0,16,secret_0.66_bps,2376,2376,0.9999992799929236,0.059004929945485216,64.58223401845406,2.7232425212860107
SVR 2.0,1,0,16,secret_0.51_bps,1836,1836,0.9999994437400479,0.051835054532212516,65.70752880471886,2.123826742172241
SVR 2.0,1,0,16,secret_0.48_bps,1728,1728,0.9999994648031225,0.050842768655666025,65.87541615719198,1.9773831367492676
SVR 2.0,1,0,16,secret_0.39_bps,1404,1404,0.999999600622184,0.04393184811523567,67.14441053093024,1.6213865280151367
SVR 2.0,1,0,16,secret_0.32_bps,1152,1152,0.9999996619928337,0.04041142266833199,67.86991720241636,1.356083869934082
SVR 2.0,1,0,16,secret_0.21_bps,756,756,0.9999997626681644,0.03386653931910803,69.40458359672223,0.8770875930786133
SVR 2.0,1,0,16,secret_0.15_bps,540,540,0.9999998300719092,0.028651493387680707,70.85705473178437,0.6272342205047607
SVR 2.0,1,0,16,secret_0.08_bps,288,288,0.9999999169162342,0.02004297812357509,73.96075495096562,0.3304715156555176
SVR 2.0,1,0,17,secret_0.99_bps,3564,2998,0.9999958227975647,0.08138562903468512,61.789045509571636,3.685439348220825
SVR 2.0,1,0,17,secret_0.66_bps,2376,2376,0.9999967677987444,0.07158802376174499,62.903192528488,2.931074857711792
SVR 2.0,1,0,17,secret_0.51_bps,1836,1836,0.9999975428614022,0.06243856427932751,64.0909418344007,2.261509656906128
SVR 2.0,1,0,17,secret_0.48_bps,1728,1728,0.9999976743529082,0.060725636945972716,64.33255842443096,2.1277737617492676
SVR 2.0,1,0,17,secret_0.39_bps,1404,1404,0.9999981289608643,0.054468195148158385,65.27714030440771,1.723848819732666
SVR 2.0,1,0,17,secret_0.32_bps,1152,1152,0.9999983842901196,0.050620377053673574,65.91349248512782,1.409855842590332
SVR 2.0,1,0,17,secret_0.21_bps,756,756,0.9999989771106987,0.04027210044859219,67.89991437112735,0.930835485458374
SVR 2.0,1,0,17,secret_0.15_bps,540,540,0.9999992104748675,0.03539268642946808,69.02172943263285,0.6618285179138184
SVR 2.0,1,0,17,secret_0.08_bps,288,288,0.9999995982515606,0.025244983982629993,71.95649801036821,0.3499479293823242
SVR 2.0,1,0,18,secret_0.99_bps,3564,3278,0.9999981517499603,0.07542368983240043,62.44984450234375,3.6902658939361572
SVR 2.0,1,0,18,secret_0.66_bps,2376,2376,0.9999986913025039,0.06344976419244182,63.95139975195656,2.664341688156128
SVR 2.0,1,0,18,secret_0.51_bps,1836,1836,0.9999989485244338,0.05690520059423572,64.89696082810235,2.060582399368286
SVR 2.0,1,0,18,secret_0.48_bps,1728,1728,0.9999990314937756,0.05458155097005388,65.2590825546468,1.947352647781372
SVR 2.0,1,0,18,secret_0.39_bps,1404,1404,0.9999991915898809,0.049855177473177206,66.04579466830192,1.5835151672363281
SVR 2.0,1,0,18,secret_0.32_bps,1152,1152,0.9999993557715898,0.04451325037763458,67.03021384360997,1.3010423183441162
SVR 2.0,1,0,18,secret_0.21_bps,756,756,0.9999995548671347,0.03699725227454061,68.63661058153401,0.862389326095581
SVR 2.0,1,0,18,secret_0.15_bps,540,540,0.9999996984069945,0.030458185630114137,70.3259194161246,0.6197760105133057
SVR 2.0,1,0,18,secret_0.08_bps,288,288,0.9999998441270723,0.021899861880098036,73.19117248392861,0.3412926197052002
SVR 2.0,1,0,19,secret_0.99_bps,3564,3094,0.9999975520148865,0.07039532592914846,63.04912351902373,3.691728353500366
SVR 2.0,1,0,19,secret_0.66_bps,2376,2376,0.9999979856063252,0.06389045086016741,63.89128094282224,2.823793411254883
SVR 2.0,1,0,19,secret_0.51_bps,1836,1836,0.9999985224126674,0.05468180190128158,65.24314365571642,2.174009084701538
SVR 2.0,1,0,19,secret_0.48_bps,1728,1728,0.9999985461643781,0.054280971335203855,65.30704778850514,2.041151285171509
SVR 2.0,1,0,19,secret_0.39_bps,1404,1404,0.9999988603306695,0.04804256455992871,66.36747635157005,1.6626522541046143
SVR 2.0,1,0,19,secret_0.32_bps,1152,1152,0.9999990952073781,0.0427903722927603,67.37307869939913,1.3617115020751953
SVR 2.0,1,0,19,secret_0.21_bps,756,756,0.9999993478183854,0.03633658334618688,68.79311821841128,0.8883984088897705
SVR 2.0,1,0,19,secret_0.15_bps,540,540,0.9999995683067604,0.02955523983248272,70.58731024245736,0.6420295238494873
SVR 2.0,1,0,19,secret_0.08_bps,288,288,0.9999997775969108,0.021217793241345522,73.46599573851746,0.3360936641693115
SVR 2.0,1,0,20,secret_0.99_bps,3564,3087,0.9999984919113694,0.07428963581407717,62.581435413272246,3.689971446990967
SVR 2.0,1,0,20,secret_0.66_bps,2376,2376,0.9999988508505016,0.06476420301320049,63.77329949046433,2.831127405166626
SVR 2.0,1,0,20,secret_0.51_bps,1836,1836,0.9999990451627363,0.059027934855459985,64.57884821379632,2.187791109085083
SVR 2.0,1,0,20,secret_0.48_bps,1728,1728,0.9999991147852437,0.0568368313137579,64.90740284476803,2.0598556995391846
SVR 2.0,1,0,20,secret_0.39_bps,1404,1404,0.9999992727788402,0.05154080514400407,65.75697602813266,1.6659247875213623
SVR 2.0,1,0,20,secret_0.32_bps,1152,1152,0.9999994365132392,0.045351170834338365,66.86822992496482,1.359480381011963
SVR 2.0,1,0,20,secret_0.21_bps,756,756,0.9999996158615524,0.03744079723115692,68.53309824707286,0.9069154262542725
SVR 2.0,1,0,20,secret_0.15_bps,540,540,0.9999997267905094,0.03157673665980709,70.012655095085,0.6495120525360107
SVR 2.0,1,0,20,secret_0.08_bps,288,288,0.9999998608895309,0.022533162206483937,72.94355713981669,0.3448162078857422
SVR 2.0,1,0,21,secret_0.99_bps,3564,3132,0.999998919576015,0.14023119073549686,57.06310756508627,3.715484380722046
SVR 2.0,1,0,21,secret_0.66_bps,2376,2376,0.9999991567218425,0.12395450469179056,58.13475371398801,2.790544033050537
SVR 2.0,1,0,21,secret_0.51_bps,1836,1836,0.99999935985515,0.10783986560052422,59.34441324128399,2.1219711303710938
SVR 2.0,1,0,21,secret_0.48_bps,1728,1728,0.9999993951818693,0.10482192268400128,59.59095757128058,2.015334129333496
SVR 2.0,1,0,21,secret_0.39_bps,1404,1404,0.9999994846781357,0.09680029239882706,60.28246661684756,1.6281492710113525
SVR 2.0,1,0,21,secret_0.32_bps,1152,1152,0.999999616122397,0.08356312809334046,61.559706221070314,1.329866647720337
SVR 2.0,1,0,21,secret_0.21_bps,756,756,0.9999997399918322,0.0687288612775107,63.25721703131694,0.8690166473388672
SVR 2.0,1,0,21,secret_0.15_bps,540,540,0.9999997929611397,0.06132662281709906,64.24701901451103,0.6311783790588379
SVR 2.0,1,0,21,secret_0.08_bps,288,288,0.9999999011182559,0.042391546152404924,67.45441486126974,0.3478975296020508
SVR 2.0,1,0,22,secret_0.99_bps,3564,3018,0.9999946851561268,0.23968788923752188,52.407078182087965,3.6876070499420166
SVR 2.0,1,0,22,secret_0.66_bps,2376,2376,0.9999957985227815,0.21370431336153045,53.40373424083595,2.919853448867798
SVR 2.0,1,0,22,secret_0.51_bps,1836,1836,0.9999968606018771,0.18398514521811404,54.70434480179121,2.264270544052124
SVR 2.0,1,0,22,secret_0.48_bps,1728,1728,0.9999970702555494,0.17785409921462536,54.998722413243996,2.123500108718872
SVR 2.0,1,0,22,secret_0.39_bps,1404,1404,0.9999975703740959,0.16174809536711293,55.8232164915683,1.697861671447754
SVR 2.0,1,0,22,secret_0.32_bps,1152,1152,0.9999979078950914,0.15047764226547072,56.45056044154026,1.402674913406372
SVR 2.0,1,0,22,secret_0.21_bps,756,756,0.9999985987722241,0.12307184677504336,58.19682564951434,0.9019515514373779
SVR 2.0,1,0,22,secret_0.15_bps,540,540,0.9999990096666596,0.10330306951428407,59.71773547603348,0.6487095355987549
SVR 2.0,1,0,22,secret_0.08_bps,288,288,0.9999995030078613,0.07317709122959976,62.71249715198708,0.35076379776000977
SVR 2.0,1,0,23,secret_0.99_bps,3564,3125,0.9999957403401625,0.29180107167624525,50.69826234876737,3.6966049671173096
SVR 2.0,1,0,23,secret_0.66_bps,2376,2376,0.9999968217214699,0.25214494414016964,51.96699471262238,2.8236353397369385
SVR 2.0,1,0,23,secret_0.51_bps,1836,1836,0.9999974633780614,0.22518944091890772,52.94903954623293,2.169611692428589
SVR 2.0,1,0,23,secret_0.48_bps,1728,1728,0.9999976042552985,0.2188585232261113,53.196730711153066,2.0383334159851074
SVR 2.0,1,0,23,secret_0.39_bps,1404,1404,0.9999980751142103,0.19619439693496182,54.14626799365501,1.6461362838745117
SVR 2.0,1,0,23,secret_0.32_bps,1152,1152,0.999998481879268,0.1743069731003228,55.17370477433296,1.3436102867126465
SVR 2.0,1,0,23,secret_0.21_bps,756,756,0.9999990180855387,0.14008767130554203,57.07200167966245,0.8878133296966553
SVR 2.0,1,0,23,secret_0.15_bps,540,540,0.9999992643419708,0.12126376707269872,58.32537888968158,0.6451859474182129
SVR 2.0,1,0,23,secret_0.08_bps,288,288,0.9999996132512274,0.08792545456125761,61.11770755537296,0.34315013885498047
